,id_dato,v_diodo_garita,v_bateria_garita,lux,mag_viento,dir_viento,hum,lluvia,temp,presion,adc0,adc1,adc2,fecha
921,24644,174,1023,674,7.27,224.1,53.0,233,23.44,551.99,4180,4180,4180,2024-12-11 10:39:15
922,24645,174,1023,673,7.42,220.54,51.2,233,23.42,551.94,4180,4180,4180,2024-12-11 10:44:38
923,24646,174,1023,675,6.63,201.93,76.4,233,23.27,551.94,4158,4158,4158,2024-12-11 10:50:00
924,24647,174,1023,669,8.3,252.02,75.5,233,23.72,551.94,4175,4175,4175,2024-12-11 10:55:23
925,24648,174,1023,673,4.26,276.52,50.5,233,24.45,551.89,4147,4147,4147,2024-12-11 11:00:46
926,24649,174,1023,624,8.98,273.99,50.1,233,24.54,551.84,4180,4180,4180,2024-12-11 11:06:09
927,24650,174,1023,674,7.12,225.51,50.8,233,24.28,551.78,4158,4158,4158,2024-12-11 11:11:32
928,24651,174,1023,682,8.44,284.99,47.9,233,24.72,551.76,4153,4153,4153,2024-12-11 11:16:55
929,24652,174,1023,688,2.14,275.87,46.2,233,25.76,551.66,4147,4147,4147,2024-12-11 11:22:19
930,24653,174,1023,677,5.1,267.79,47.7,233,26.05,551.64,4175,4175,4175,2024-12-11 11:27:42
931,24654,173,1023,623,5.37,219.51,46.8,233,24.96,551.58,4191,4191,4191,2024-12-11 11:33:05
932,24655,172,1023,621,3.67,230.9,47.7,233,24.8,551.58,4158,4158,4158,2024-12-11 11:38:28
933,24656,173,1023,620,7.49,273.63,46.9,233,25.13,551.47,4147,4147,4147,2024-12-11 11:43:52
934,24657,172,1023,666,4.0,249.94,47.9,233,25.65,551.39,4180,4180,4180,2024-12-11 11:49:15
935,24658,174,1023,667,10.85,296.91,46.5,233,25.61,551.36,4169,4169,4169,2024-12-11 11:54:38
936,24659,174,1023,648,9.51,270.2,46.1,233,25.1,551.31,4153,4153,4153,2024-12-11 12:00:01
937,24660,175,1023,671,5.14,248.57,47.2,233,25.06,551.23,4180,4180,4180,2024-12-11 12:05:24
938,24661,174,1023,678,6.89,290.92,44.5,233,25.72,551.19,4180,4180,4180,2024-12-11 12:10:48
939,24662,174,1023,695,3.92,279.76,46.0,233,26.13,551.1,4180,4180,4180,2024-12-11 12:16:10
940,24663,174,1023,695,5.93,288.14,44.0,233,26.88,551.02,4180,4180,4180,2024-12-11 12:21:33
941,24664,173,1023,696,8.86,279.18,46.9,233,27.01,550.95,4169,4169,4169,2024-12-11 12:26:56
942,24665,173,1023,690,10.79,266.09,43.5,233,26.47,550.93,4180,4180,4180,2024-12-11 12:32:19
943,24666,174,1023,663,5.8,253.88,44.2,233,26.47,550.85,4180,4180,4180,2024-12-11 12:37:42
944,24667,174,1023,642,6.07,292.8,43.9,233,26.64,550.81,4175,4175,4175,2024-12-11 12:43:06
945,24668,174,1023,648,5.88,261.02,42.0,233,26.1,550.75,4180,4180,4180,2024-12-11 12:48:30
946,24669,174,1023,638,3.63,258.63,46.0,233,26.35,550.7,4191,4191,4191,2024-12-11 12:53:53
947,24670,175,1023,659,6.77,254.38,45.3,233,25.91,550.63,4180,4180,4180,2024-12-11 12:59:17
948,24671,175,1023,660,6.05,208.94,42.8,233,25.65,550.58,4158,4158,4158,2024-12-11 13:04:40
949,24672,176,1023,645,7.92,192.68,42.1,233,25.34,550.54,4180,4180,4180,2024-12-11 13:10:04
950,24673,175,1023,662,5.06,262.58,45.0,233,26.18,550.48,4180,4180,4180,2024-12-11 13:15:26
951,24674,175,1023,660,6.91,213.02,43.4,233,25.91,550.39,4191,4191,4191,2024-12-11 13:20:50
952,24675,175,1023,683,9.76,239.17,43.8,233,26.34,550.4,4186,4186,4186,2024-12-11 13:26:13
953,24676,173,1023,686,5.31,229.68,44.2,233,27.13,550.23,4186,4186,4186,2024-12-11 13:31:37
954,24677,172,1023,684,3.97,302.41,39.8,233,27.31,550.15,4114,4114,4114,2024-12-11 13:37:02
955,24678,171,1023,690,4.3,215.52,39.5,233,27.91,550.08,4197,4197,4197,2024-12-11 13:42:25
956,24679,170,1023,697,5.88,273.66,39.7,233,29.01,549.99,4186,4186,4186,2024-12-11 13:47:49
957,24680,170,1023,689,7.92,283.61,37.9,233,29.27,549.89,4169,4169,4169,2024-12-11 13:53:13
958,24681,170,1023,670,5.13,222.81,40.1,233,28.47,549.87,4180,4180,4180,2024-12-11 13:58:37
959,24682,170,1023,678,4.74,221.27,37.8,233,28.41,549.79,4180,4180,4180,2024-12-11 14:04:01
960,24683,170,1023,690,6.99,195.62,39.0,233,28.43,549.7,12420,12420,12420,2024-12-11 14:09:24
961,24684,170,1023,675,7.34,221.68,38.5,233,27.98,549.64,4158,4158,4158,2024-12-11 14:14:48
962,24685,170,1023,666,5.26,200.08,39.7,233,28.56,549.51,4180,4180,4180,2024-12-11 14:20:11
963,24686,170,1023,637,6.03,215.31,40.3,233,27.97,549.49,4158,4158,4158,2024-12-11 14:25:35
964,24687,171,1023,627,8.61,205.86,40.0,233,26.92,549.48,4186,4186,4186,2024-12-11 14:30:58
965,24688,172,1023,648,9.84,246.18,41.9,233,26.74,549.4,4180,4180,4180,2024-12-11 14:36:21
966,24689,172,1023,672,6.89,255.57,41.9,233,27.67,549.34,4191,4191,4191,2024-12-11 14:41:49
967,24690,171,1023,628,1.66,267.71,39.7,233,28.79,549.21,4164,4164,4164,2024-12-11 14:47:12
968,24691,172,1023,634,5.72,217.21,39.3,233,27.77,549.19,4186,4186,4186,2024-12-11 14:52:35
969,24692,172,1023,640,6.88,255.06,40.1,233,27.88,549.18,4158,4158,4158,2024-12-11 14:57:58
970,24693,172,1023,622,5.31,198.1,41.0,233,27.56,549.14,4180,4180,4180,2024-12-11 15:03:22
971,24694,172,1023,628,5.76,203.77,40.6,233,27.27,549.09,4164,4164,4164,2024-12-11 15:08:45
972,24695,172,1023,631,7.18,190.28,42.6,233,26.9,549.01,4180,4180,4180,2024-12-11 15:14:09
973,24696,171,1023,625,4.59,203.05,42.2,233,26.84,548.96,4191,4191,4191,2024-12-11 15:19:32
974,24697,171,1023,646,4.81,263.2,41.2,233,27.96,548.82,4186,4186,4186,2024-12-11 15:24:55
975,24698,173,1023,643,3.02,204.13,40.5,233,28.42,548.8,4158,4158,4158,2024-12-11 15:30:18
976,24699,171,1023,639,5.35,195.61,37.8,233,28.79,548.71,4180,4180,4180,2024-12-11 15:35:42
977,24700,170,1023,650,2.7,188.13,37.9,233,29.27,548.64,4197,4197,4197,2024-12-11 15:41:06
978,24701,170,1023,646,4.51,193.9,36.2,233,29.36,548.56,4186,4186,4186,2024-12-11 15:46:30
979,24702,169,1023,660,4.76,257.36,36.1,233,30.12,548.48,4186,4186,4186,2024-12-11 15:51:53
980,24703,169,1023,659,9.23,296.43,35.2,233,30.53,548.39,4158,4158,4158,2024-12-11 15:57:17
981,24704,170,1023,634,1.47,228.27,33.2,233,30.49,548.32,4169,4169,4169,2024-12-11 16:02:41
982,24705,171,1023,620,3.51,200.65,33.8,233,30.12,548.29,4114,4114,4114,2024-12-11 16:08:05
983,24706,171,1023,637,2.1,231.83,33.7,233,29.8,548.22,4186,4186,4186,2024-12-11 16:13:27
984,24707,171,1023,627,3.65,236.27,33.7,233,30.07,548.22,4169,4169,4169,2024-12-11 16:18:51
985,24708,171,1023,607,3.47,191.24,31.7,233,30.31,548.17,4169,4169,4169,2024-12-11 16:24:15
986,24709,171,1023,635,5.16,311.08,33.2,233,30.98,548.13,4153,4153,4153,2024-12-11 16:29:38
987,24710,171,1023,629,6.6,290.47,32.6,233,31.34,548.07,4180,4180,4180,2024-12-11 16:35:02
988,24711,171,1023,624,8.2,296.26,33.4,233,31.21,548.02,4197,4197,4197,2024-12-11 16:40:26
989,24712,171,1023,617,7.16,293.08,32.3,233,30.87,548.0,4186,4186,4186,2024-12-11 16:45:50
990,24713,171,1023,611,3.86,276.66,32.8,233,31.12,547.95,4158,4158,4158,2024-12-11 16:51:13
991,24714,171,1023,603,4.39,209.62,31.6,233,30.5,548.0,4180,4180,4180,2024-12-11 16:56:37
992,24715,171,1023,596,2.21,185.58,31.7,233,30.46,548.04,4180,4180,4180,2024-12-11 17:02:00
993,24716,171,1023,583,2.16,246.38,30.8,233,30.3,548.05,4197,4197,4197,2024-12-11 17:07:23
994,24717,172,1023,575,6.96,285.62,32.0,233,29.49,548.1,4175,4175,4175,2024-12-11 17:12:47
995,24718,172,1023,547,11.31,291.13,32.7,233,28.61,548.05,4186,4186,4186,2024-12-11 17:18:10
996,24719,173,1023,529,12.29,290.37,33.2,233,27.84,548.06,4158,4158,4158,2024-12-11 17:23:33
997,24720,174,1023,517,12.69,289.26,33.1,233,27.32,548.05,4186,4186,4186,2024-12-11 17:28:56
998,24721,174,1023,764,14.13,283.75,33.5,233,27.07,548.06,4180,4180,4180,2024-12-11 17:34:19
999,24722,175,1023,482,10.15,300.09,33.0,233,26.83,548.15,4164,4164,4164,2024-12-11 17:39:42
1000,24723,175,1023,482,7.0,309.16,33.8,233,26.72,548.25,4180,4180,4180,2024-12-11 17:45:05
1001,24724,175,1023,376,7.51,293.7,34.2,233,26.4,548.3,4175,4175,4175,2024-12-11 17:50:28
1002,24725,176,1023,346,7.99,301.98,34.4,233,25.69,548.32,4180,4180,4180,2024-12-11 17:55:51
1003,24726,176,1023,353,3.0,300.3,34.4,233,25.15,548.32,4191,4191,4191,2024-12-11 18:01:14
1004,24727,177,1023,355,4.31,311.56,35.5,233,24.87,548.3,4164,4164,4164,2024-12-11 18:06:37
1005,24728,177,1023,430,4.13,305.66,35.0,233,25.01,548.37,4180,4180,4180,2024-12-11 18:12:00
1006,24729,176,1023,381,2.6,295.3,34.8,233,25.43,548.35,4180,4180,4180,2024-12-11 18:17:23
1007,24730,176,1023,305,4.1,303.08,34.3,233,25.11,548.34,4180,4180,4180,2024-12-11 18:22:46
1008,24731,177,1023,280,1.67,285.74,35.5,233,24.6,548.37,4180,4180,4180,2024-12-11 18:28:09
1009,24732,177,1023,511,0.4,284.38,38.1,233,23.71,548.4,4186,4186,4186,2024-12-11 18:33:32
1010,24733,178,1023,226,0.01,157.5,37.4,233,22.88,548.44,4180,4180,4180,2024-12-11 18:38:56
1011,24734,176,1023,188,3.2,157.5,40.1,233,22.93,548.53,4180,4180,4180,2024-12-11 18:44:19
1012,24735,177,1023,161,5.89,278.54,38.1,233,22.88,548.52,4153,4153,4153,2024-12-11 18:49:42
1013,24736,176,1023,125,7.39,282.67,37.5,233,22.67,548.58,4180,4180,4180,2024-12-11 18:55:05
1014,24737,176,1023,82,8.25,274.39,36.8,233,22.52,548.61,4175,4175,4175,2024-12-11 19:00:28
1015,24738,176,1023,53,7.79,278.44,36.7,233,22.16,548.64,4175,4175,4175,2024-12-11 19:05:51
1016,24739,178,1023,31,8.08,274.87,37.0,233,22.15,548.66,4147,4147,4147,2024-12-11 19:11:15
1017,24740,178,1023,22,12.0,285.54,36.2,233,22.02,548.77,4169,4169,4169,2024-12-11 19:16:38
1018,24741,178,1023,17,11.76,282.4,35.3,233,21.97,548.82,4175,4175,4175,2024-12-11 19:22:00
1019,24742,178,1023,15,12.78,300.11,36.2,233,22.24,548.79,4142,4142,4142,2024-12-11 19:27:24
1020,24743,178,1023,14,7.7,292.81,36.8,233,22.31,548.87,4169,4169,4169,2024-12-11 19:32:47
1021,24744,178,1023,14,9.52,309.42,36.4,233,22.36,548.9,4169,4169,4169,2024-12-11 19:38:10
1022,24745,178,1023,13,6.09,290.92,36.3,233,22.2,548.97,4164,4164,4164,2024-12-11 19:43:33
1023,24746,178,1023,13,10.88,314.45,35.1,233,22.31,548.99,4147,4147,4147,2024-12-11 19:48:56
1024,24747,178,1023,13,9.46,314.06,35.1,233,22.38,548.95,4164,4164,4164,2024-12-11 19:54:19
1025,24748,178,1023,13,10.09,312.98,35.4,233,22.38,548.97,4164,4164,4164,2024-12-11 19:59:42
1026,24749,178,1023,13,8.52,318.31,36.2,233,22.32,548.98,4158,4158,4158,2024-12-11 20:05:05
1027,24750,178,1023,13,8.47,304.72,35.7,233,22.32,549.0,4147,4147,4147,2024-12-11 20:10:29
1028,24751,178,1023,13,9.2,304.8,37.9,233,22.02,549.06,4136,4136,4136,2024-12-11 20:15:52
1029,24752,178,1023,13,10.44,314.66,37.0,233,22.12,549.12,4158,4158,4158,2024-12-11 20:21:15
1030,24753,178,1023,13,13.65,317.76,36.2,233,22.22,549.2,4158,4158,4158,2024-12-11 20:26:38
1031,24754,178,1023,13,12.98,311.66,36.7,233,22.28,549.24,4153,4153,4153,2024-12-11 20:32:01
1032,24755,179,1023,13,11.24,308.54,36.0,233,22.29,549.29,4131,4131,4131,2024-12-11 20:37:24
1033,24756,178,1023,13,13.4,310.66,36.7,233,22.31,549.36,4131,4131,4131,2024-12-11 20:42:47
1034,24757,178,1023,13,10.45,306.69,38.3,233,21.89,549.44,4136,4136,4136,2024-12-11 20:48:10
1035,24758,179,1023,16,8.08,295.79,38.8,233,21.88,549.46,4125,4125,4125,2024-12-11 20:53:33
1036,24759,178,1023,13,7.83,299.45,39.5,233,21.84,549.55,4147,4147,4147,2024-12-11 20:58:56
1037,24760,179,1023,13,6.86,276.56,40.9,233,21.44,549.62,4136,4136,4136,2024-12-11 21:04:19
1038,24761,179,1023,13,10.26,220.17,43.1,233,21.39,549.67,4120,4120,4120,2024-12-11 21:09:42
1039,24762,180,1023,13,8.46,296.38,44.3,233,21.03,549.7,4147,4147,4147,2024-12-11 21:15:05
1040,24763,180,1023,13,9.15,297.01,44.1,233,21.09,549.68,4147,4147,4147,2024-12-11 21:20:28
1041,24764,179,1023,13,10.12,290.28,43.8,233,21.21,549.7,4147,4147,4147,2024-12-11 21:25:51
1042,24765,179,1023,13,7.38,273.38,42.0,233,21.51,549.79,4120,4120,4120,2024-12-11 21:31:14
1043,24766,179,1023,13,6.14,281.97,44.0,233,21.16,549.9,4142,4142,4142,2024-12-11 21:36:37
1044,24767,179,1023,13,5.59,287.19,46.1,233,21.0,550.0,4142,4142,4142,2024-12-11 21:42:00
1045,24768,180,1023,13,3.83,224.0,45.9,233,20.84,550.18,4142,4142,4142,2024-12-11 21:47:22
1046,24769,180,1023,13,4.81,204.41,46.7,233,20.55,550.17,4142,4142,4142,2024-12-11 21:52:46
1047,24770,180,1023,13,6.24,170.19,47.5,233,20.04,550.25,4114,4114,4114,2024-12-11 21:58:08
1048,24771,181,1023,13,9.12,147.83,49.4,233,19.59,550.32,4114,4114,4114,2024-12-11 22:03:31
1049,24772,181,1023,13,6.86,154.21,49.8,233,19.45,550.37,4114,4114,4114,2024-12-11 22:08:54
1050,24773,181,1023,13,7.92,151.27,51.7,233,19.1,550.39,4136,4136,4136,2024-12-11 22:14:17
1051,24774,181,1023,13,5.77,164.46,51.7,233,18.91,550.42,4136,4136,4136,2024-12-11 22:19:40
1052,24775,182,1023,13,5.21,159.36,54.7,233,18.3,550.48,4136,4136,4136,2024-12-11 22:25:03
1053,24776,182,1023,13,4.96,156.03,55.5,233,18.31,550.55,4131,4131,4131,2024-12-11 22:30:26
1054,24777,182,1023,13,2.9,250.71,57.1,233,17.92,550.65,4103,4103,4103,2024-12-11 22:35:49
1055,24778,181,1023,13,0.62,250.71,58.7,233,17.71,550.68,4131,4131,4131,2024-12-11 22:41:12
1056,24779,182,1023,13,0.72,281.18,61.2,233,16.79,550.77,4131,4131,4131,2024-12-11 22:46:35
1057,24780,182,1023,13,1.14,301.89,61.2,233,16.79,550.8,4131,4131,4131,2024-12-11 22:51:59
1058,24781,182,1023,12,0.12,286.02,61.4,233,16.79,550.71,4109,4109,4109,2024-12-11 22:57:22
1059,24782,182,1023,12,0.0,286.02,61.5,233,16.63,550.71,4131,4131,4131,2024-12-11 23:02:44
1060,24783,182,1023,13,1.51,319.99,63.3,233,16.58,550.74,4065,4065,4065,2024-12-11 23:08:08
1061,24784,183,1023,13,0.05,319.99,64.3,233,16.51,550.72,4125,4125,4125,2024-12-11 23:13:30
1062,24785,184,1023,13,0.34,260.17,67.0,233,15.31,550.72,4098,4098,4098,2024-12-11 23:18:53
1063,24786,185,1023,13,1.5,168.29,68.4,233,15.21,550.77,4125,4125,4125,2024-12-11 23:24:17
1064,24787,184,1023,13,0.35,159.27,68.7,233,15.09,550.74,4125,4125,4125,2024-12-11 23:29:39
1065,24788,184,1023,13,0.29,312.5,69.1,233,15.2,550.82,4120,4120,4120,2024-12-11 23:35:02
1066,24789,185,1023,13,2.28,152.7,70.1,233,15.17,550.91,4125,4125,4125,2024-12-11 23:40:25
1067,24790,184,1023,13,9.76,140.3,66.9,233,15.72,550.86,4103,4103,4103,2024-12-11 23:45:48
1068,24791,185,1023,13,9.09,145.87,66.0,233,16.14,550.84,4125,4125,4125,2024-12-11 23:51:11
1069,24792,184,1023,13,8.25,159.44,65.2,233,16.16,550.81,4098,4098,4098,2024-12-11 23:56:34
1070,24793,185,1023,13,5.52,149.26,66.6,233,15.78,550.81,4120,4120,4120,2024-12-12 00:01:57
1071,24794,185,1023,13,1.06,166.57,67.7,233,15.3,550.88,4120,4120,4120,2024-12-12 00:07:20
1072,24795,185,1023,13,0.0,166.57,70.2,233,14.93,550.88,4120,4120,4120,2024-12-12 00:12:43
1073,24796,185,1023,13,0.35,166.57,73.9,233,14.43,550.85,4098,4098,4098,2024-12-12 00:18:05
1074,24797,186,1023,13,4.9,270.31,74.7,233,14.16,550.77,4120,4120,4120,2024-12-12 00:23:28
1075,24798,186,1023,13,0.0,270.31,75.4,233,13.66,550.79,4098,4098,4098,2024-12-12 00:28:51
1076,24799,186,1023,13,0.18,276.3,76.3,233,13.38,550.77,4109,4109,4109,2024-12-12 00:34:14
1077,24800,186,1023,13,0.01,276.3,78.1,233,12.98,550.75,4120,4120,4120,2024-12-12 00:39:37
1078,24801,187,1023,13,0.03,325.6,79.3,233,12.77,550.75,4092,4092,4092,2024-12-12 00:45:00
1079,24802,187,1023,13,0.24,253.49,79.5,233,12.63,550.7,4114,4114,4114,2024-12-12 00:50:23
1080,24803,187,1023,13,0.94,267.07,82.3,233,12.26,550.72,4114,4114,4114,2024-12-12 00:55:45
1081,24804,187,1023,13,0.0,267.07,82.1,233,12.47,550.73,4087,4087,4087,2024-12-12 01:01:08
1082,24805,187,1023,12,0.0,267.07,81.3,233,12.44,550.7,4114,4114,4114,2024-12-12 01:06:31
1083,24806,187,1023,13,0.0,267.07,81.5,233,12.32,550.72,4087,4087,4087,2024-12-12 01:11:55
1084,24807,187,1023,13,0.0,267.07,81.7,233,12.34,550.69,4114,4114,4114,2024-12-12 01:17:18
1085,24808,187,1023,13,0.44,269.43,81.5,233,12.66,550.69,4114,4114,4114,2024-12-12 01:22:40
1086,24809,187,1023,13,0.0,269.43,82.1,233,12.31,550.67,4049,4049,4049,2024-12-12 01:28:03
1087,24810,188,1023,13,0.66,284.15,81.9,233,12.59,550.59,4109,4109,4109,2024-12-12 01:33:26
1088,24811,188,1023,13,0.0,284.15,81.9,233,12.57,550.64,4114,4114,4114,2024-12-12 01:38:49
1089,24812,188,1023,22,1.37,304.43,83.9,233,12.24,550.69,4109,4109,4109,2024-12-12 01:44:11
1090,24813,188,1023,14,0.0,304.43,83.6,233,12.15,550.67,4109,4109,4109,2024-12-12 01:49:33
1091,24814,188,1023,14,0.0,304.43,83.4,233,12.05,550.65,4098,4098,4098,2024-12-12 01:54:56
1092,24815,189,1023,14,0.0,304.43,84.8,233,11.95,550.67,4109,4109,4109,2024-12-12 02:00:19
1093,24816,188,1023,14,0.0,304.43,83.3,233,12.18,550.62,4098,4098,4098,2024-12-12 02:05:42
1094,24817,188,1023,14,0.0,304.43,84.1,233,12.0,550.66,4109,4109,4109,2024-12-12 02:11:05
1095,24818,189,1023,13,0.0,304.43,84.1,233,11.58,550.56,4092,4092,4092,2024-12-12 02:16:28
1096,24819,188,1023,13,0.0,304.43,86.1,233,11.59,550.5,4043,4043,4043,2024-12-12 02:21:51
1097,24820,189,1023,13,0.0,304.43,86.1,233,11.63,550.47,4109,4109,4109,2024-12-12 02:27:14
1098,24821,189,1023,13,1.34,318.72,85.9,233,11.81,550.48,4043,4043,4043,2024-12-12 02:32:37
1099,24822,189,1023,15,0.45,322.71,85.0,233,11.66,550.44,4103,4103,4103,2024-12-12 02:38:00
1100,24823,189,1023,15,0.02,280.79,85.7,233,11.37,550.43,4098,4098,4098,2024-12-12 02:43:23
1101,24824,189,1023,12,0.0,280.79,86.9,233,11.01,550.39,4103,4103,4103,2024-12-12 02:48:46
1102,24825,189,1023,13,0.0,280.79,88.1,233,10.83,550.4,4103,4103,4103,2024-12-12 02:54:09
1103,24826,189,1023,13,0.0,280.79,88.2,233,10.69,550.35,4103,4103,4103,2024-12-12 02:59:31
1104,24827,189,1023,13,0.0,280.79,88.9,233,10.73,550.31,4103,4103,4103,2024-12-12 03:04:54
1105,24828,189,1023,13,2.88,326.68,88.4,233,11.24,550.31,4081,4081,4081,2024-12-12 03:10:16
1106,24829,189,1023,13,0.66,335.31,87.9,233,11.19,550.26,4103,4103,4103,2024-12-12 03:15:39
1107,24830,190,1023,13,0.0,335.31,88.2,233,10.96,550.25,4103,4103,4103,2024-12-12 03:21:02
1108,24831,190,1023,13,0.0,335.31,88.6,233,11.08,550.24,4103,4103,4103,2024-12-12 03:26:25
1109,24832,190,1023,13,0.0,335.31,88.5,233,11.11,550.16,4098,4098,4098,2024-12-12 03:31:49
1110,24833,189,1023,13,0.0,335.31,88.9,233,11.16,550.13,4076,4076,4076,2024-12-12 03:37:11
1111,24834,190,1023,13,0.0,335.31,88.7,233,11.27,550.08,4103,4103,4103,2024-12-12 03:42:34
1112,24835,190,1023,12,0.0,335.31,88.1,233,10.95,550.09,4070,4070,4070,2024-12-12 03:47:57
1113,24836,189,1023,11,0.0,335.31,88.6,233,10.75,550.11,4098,4098,4098,2024-12-12 03:53:20
1114,24837,190,1023,12,1.66,264.94,89.6,233,10.3,550.1,4081,4081,4081,2024-12-12 03:58:43
1115,24838,190,1023,14,1.76,272.49,90.5,233,10.37,550.09,4038,4038,4038,2024-12-12 04:04:06
1116,24839,190,1023,13,0.0,272.49,91.0,233,10.24,550.19,4098,4098,4098,2024-12-12 04:09:29
1117,24840,190,1023,12,0.0,272.49,91.3,233,10.4,550.19,4092,4092,4092,2024-12-12 04:14:52
1118,24841,190,1023,13,0.0,272.49,91.4,233,10.55,550.29,4098,4098,4098,2024-12-12 04:20:15
1119,24842,190,1023,13,0.0,272.49,91.4,233,10.52,550.26,4076,4076,4076,2024-12-12 04:25:38
1120,24843,190,1023,12,0.0,272.49,91.2,233,10.28,550.37,4098,4098,4098,2024-12-12 04:31:01
1121,24844,191,1023,12,0.0,272.49,91.8,233,10.3,550.37,4098,4098,4098,2024-12-12 04:36:24
1122,24845,191,1023,16,2.98,289.61,91.8,233,10.38,550.33,4070,4070,4070,2024-12-12 04:41:47
1123,24846,191,1023,16,0.01,291.19,91.0,233,10.53,550.38,4076,4076,4076,2024-12-12 04:47:09
1124,24847,190,1023,14,0.0,291.19,90.8,233,10.28,550.41,4092,4092,4092,2024-12-12 04:52:32
1125,24848,191,1023,14,0.0,291.19,91.1,233,10.03,550.37,4098,4098,4098,2024-12-12 04:57:55
1126,24849,191,1023,17,0.0,291.19,91.8,233,9.9,550.35,4098,4098,4098,2024-12-12 05:03:17
1127,24850,191,1023,18,0.82,330.86,92.0,233,10.06,550.42,4092,4092,4092,2024-12-12 05:08:40
1128,24851,191,1023,20,0.33,318.64,91.7,233,10.19,550.46,4092,4092,4092,2024-12-12 05:14:03
1129,24852,191,1023,22,0.54,331.86,91.4,233,10.28,550.54,4070,4070,4070,2024-12-12 05:19:26
1130,24853,192,1023,35,0.0,331.86,91.1,233,10.04,550.57,4092,4092,4092,2024-12-12 05:24:49
1131,24854,191,1023,54,0.56,313.28,91.8,233,10.2,550.66,4092,4092,4092,2024-12-12 05:30:12
1132,24855,191,1023,80,1.03,259.68,90.7,233,10.89,550.74,4092,4092,4092,2024-12-12 05:35:35
1133,24856,192,1023,114,0.0,259.68,90.4,233,10.97,550.77,4076,4076,4076,2024-12-12 05:40:58
1134,24857,192,1023,169,0.75,279.33,90.1,233,11.43,550.82,4092,4092,4092,2024-12-12 05:46:21
1135,24858,191,1023,200,3.49,253.91,83.6,233,12.5,550.78,4070,4070,4070,2024-12-12 05:51:44
1136,24859,192,1023,227,0.53,181.23,83.1,233,12.5,550.84,4092,4092,4092,2024-12-12 05:57:07
1137,24860,192,1023,254,0.0,181.23,84.9,233,12.32,550.84,4092,4092,4092,2024-12-12 06:02:30
1138,24861,192,1023,309,0.0,181.23,85.6,233,12.11,550.82,4032,4032,4032,2024-12-12 06:07:53
1139,24862,192,1023,352,0.0,181.23,86.6,233,12.11,550.9,4081,4081,4081,2024-12-12 06:13:16
1140,24863,191,1023,378,1.45,192.34,84.9,233,12.84,550.94,4092,4092,4092,2024-12-12 06:18:39
1141,24864,191,1023,380,3.53,197.25,82.6,233,13.05,550.91,4092,4092,4092,2024-12-12 06:24:02
1142,24865,191,1023,375,2.95,200.74,82.1,233,13.14,550.93,4092,4092,4092,2024-12-12 06:29:24
1143,24866,191,1023,377,0.44,301.64,81.2,233,13.14,550.97,4098,4098,4098,2024-12-12 06:34:48
1144,24867,191,1023,388,0.0,301.64,84.1,233,12.87,551.03,4092,4092,4092,2024-12-12 06:40:10
1145,24868,192,1023,407,2.78,168.97,84.1,233,12.74,551.08,4070,4070,4070,2024-12-12 06:45:34
1146,24869,191,1023,429,4.15,186.76,83.9,233,12.92,551.13,4087,4087,4087,2024-12-12 06:50:56
1147,24870,191,1023,462,2.02,184.88,83.2,233,13.37,551.15,4098,4098,4098,2024-12-12 06:56:20
1148,24871,190,1023,475,1.17,165.77,81.6,233,13.84,551.13,4070,4070,4070,2024-12-12 07:01:42
1149,24872,189,1023,498,0.84,174.66,80.9,233,14.34,551.15,4070,4070,4070,2024-12-12 07:07:06
1150,24873,189,1023,492,0.65,200.24,79.8,233,14.72,551.12,4092,4092,4092,2024-12-12 07:12:29
1151,24874,188,1023,485,0.0,200.24,79.9,233,15.28,551.1,4092,4092,4092,2024-12-12 07:17:52
1152,24875,188,1023,501,0.0,200.24,77.7,233,15.65,551.11,4103,4103,4103,2024-12-12 07:23:15
1153,24876,188,1023,509,2.15,186.12,102.3,233,15.62,551.12,4098,4098,4098,2024-12-12 07:28:38
1154,24877,187,1023,518,5.59,185.33,51.6,233,15.6,551.15,4081,4081,4081,2024-12-12 07:34:01
1155,24878,187,1023,539,4.31,176.33,101.6,233,15.76,551.22,4109,4109,4109,2024-12-12 07:39:24
1156,24879,186,1023,566,2.71,182.96,75.2,233,16.46,551.28,4114,4114,4114,2024-12-12 07:44:47
1157,24880,185,1023,556,2.28,189.06,72.7,233,17.04,551.23,4114,4114,4114,2024-12-12 07:50:10
1158,24881,185,1023,591,1.55,187.7,72.1,233,17.58,551.27,4114,4114,4114,2024-12-12 07:55:33
1159,24882,184,1023,605,3.6,181.63,70.2,233,18.07,551.31,4098,4098,4098,2024-12-12 08:00:55
1160,24883,183,1023,602,5.77,175.05,68.6,233,18.31,551.3,4120,4120,4120,2024-12-12 08:06:19
1161,24884,183,1023,609,7.37,168.77,67.1,233,18.4,551.31,4125,4125,4125,2024-12-12 08:11:42
1162,24885,182,1023,611,7.04,184.75,62.8,233,19.06,551.37,4114,4114,4114,2024-12-12 08:17:05
1163,24886,181,1023,613,8.77,181.05,62.9,233,19.13,551.37,4109,4109,4109,2024-12-12 08:22:27
1164,24887,181,1023,617,7.72,191.66,61.9,233,19.4,551.4,4065,4065,4065,2024-12-12 08:27:50
1165,24888,180,1023,626,7.08,196.22,61.8,233,19.86,551.38,4114,4114,4114,2024-12-12 08:33:13
